switch_step,tls_id,phase_index,state,observed_duration_sec,epoch
1731,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,5
1736,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,5
1741,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,5
1861,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,6
1901,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,6
1906,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,6
1911,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,6
1916,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,6
1921,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,6
1981,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,6
2021,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,6
2026,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,6
2031,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,6
2036,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,6
2041,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,6
2161,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,7
2201,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,7
2206,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,7
2211,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,7
2216,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,7
2221,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,7
2281,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,7
2321,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,7
2326,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,7
2331,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,7
2336,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,7
2341,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,7
2461,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,8
2501,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,8
2506,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,8
2511,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,8
2516,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,8
2521,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,8
2581,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,8
2621,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,8
2626,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,8
2631,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,8
2636,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,8
2641,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,8
2761,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,9
2801,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,9
2806,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,9
2811,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,9
2816,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,9
2821,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,9
2881,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,9
2921,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,9
2926,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,9
2931,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,9
2936,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,9
2941,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,9
3061,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,10
3101,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,10
3106,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,10
3111,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,10
3116,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,10
3121,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,10
3181,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,10
3221,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,10
3226,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,10
3231,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,10
3236,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,10
3241,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,10
3361,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,120.0,11
3401,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,11
3406,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,11
3411,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,11
3416,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,11
3421,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,11
3481,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,60.0,11
3521,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,40.0,11
3526,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,11
3531,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,5.0,11
3536,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,5.0,11
3541,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,5.0,11
